Order,Yr Sold,random_partition,temporal_partition
1312,2008,train,train
1313,2008,train,train
1314,2008,test,train
1315,2008,train,train
1316,2008,train,train
1317,2008,test,train
1318,2008,train,train
1319,2008,train,train
1320,2008,train,train
1321,2008,train,train
1322,2008,test,train
1323,2008,train,train
1324,2008,calibration,train
1325,2008,train,train
1326,2008,train,train
1327,2008,calibration,train
1328,2008,train,train
1329,2008,train,train
1330,2008,train,train
1331,2008,test,train
1332,2008,train,train
1333,2008,train,train
1334,2008,train,train
1335,2008,calibration,train
1336,2008,train,train
1337,2008,train,train
1338,2008,test,train
1339,2008,test,train
1340,2008,train,train
1341,2008,calibration,train
1342,2008,train,train
1343,2008,train,train
1344,2008,test,train
1345,2008,calibration,train
1346,2008,calibration,train
1347,2008,train,train
1348,2008,train,train
1349,2008,train,train
1350,2008,calibration,train
1351,2008,calibration,train
1352,2008,test,train
1353,2008,train,train
1354,2008,train,train
1355,2008,train,train
1356,2008,train,train
1357,2008,test,train
1358,2008,test,train
1359,2008,train,train
1360,2008,train,train
1361,2008,calibration,train
1362,2008,test,train
1363,2008,test,train
1364,2008,train,train
1365,2008,test,train
1366,2008,train,train
1367,2008,calibration,train
1368,2008,train,train
1369,2008,train,train
1370,2008,train,train
1371,2008,train,train
1372,2008,train,train
1373,2008,train,train
1374,2008,calibration,train
1375,2008,test,train
1376,2008,calibration,train
1377,2008,test,train
1378,2008,calibration,train
1379,2008,test,train
1380,2008,train,train
1381,2008,train,train
1382,2008,test,train
1383,2008,train,train
1384,2008,train,train
1385,2008,train,train
1386,2008,test,train
1387,2008,train,train
1388,2008,train,train
1389,2008,train,train
1390,2008,train,train
1391,2008,train,train
1392,2008,test,train
1393,2008,train,train
1394,2008,test,train
1395,2008,train,train
1396,2008,test,train
1397,2008,train,train
1398,2008,test,train
1399,2008,test,train
1400,2008,calibration,train
1401,2008,train,train
1402,2008,train,train
1403,2008,train,train
1404,2008,train,train
1405,2008,train,train
1406,2008,test,train
1407,2008,calibration,train
1408,2008,calibration,train
1409,2008,train,train
1410,2008,train,train
1411,2008,calibration,train
1412,2008,train,train
1413,2008,calibration,train
1414,2008,test,train
1415,2008,train,train
1416,2008,train,train
1417,2008,train,train
1418,2008,test,train
1419,2008,calibration,train
1420,2008,test,train
1421,2008,train,train
1422,2008,test,train
1423,2008,calibration,train
1424,2008,calibration,train
1425,2008,train,train
1426,2008,calibration,train
1427,2008,test,train
1428,2008,calibration,train
1429,2008,train,train
1430,2008,test,train
1431,2008,train,train
1432,2008,train,train
1433,2008,train,train
1434,2008,train,train
1435,2008,train,train
1436,2008,calibration,train
1437,2008,test,train
1438,2008,train,train
1439,2008,train,train
1440,2008,train,train
1441,2008,train,train
1442,2008,train,train
1443,2008,test,train
1444,2008,train,train
1445,2008,calibration,train
1446,2008,train,train
1447,2008,train,train
1448,2008,train,train
1449,2008,calibration,train
1450,2008,train,train
1451,2008,test,train
1452,2008,train,train
1453,2008,train,train
1454,2008,calibration,train
1455,2008,train,train
1456,2008,calibration,train
1457,2008,calibration,train
1458,2008,calibration,train
1459,2008,train,train
1460,2008,train,train
1461,2008,train,train
1462,2008,calibration,train
1463,2008,test,train
1464,2008,train,train
1465,2008,train,train
1466,2008,calibration,train
1467,2008,train,train
1468,2008,test,train
1469,2008,test,train
1470,2008,train,train
1471,2008,train,train
1472,2008,train,train
1473,2008,train,train
1474,2008,train,train
1475,2008,train,train
1476,2008,calibration,train
1477,2008,calibration,train
1478,2008,train,train
1479,2008,train,train
1480,2008,train,train
1481,2008,calibration,train
1482,2008,train,train
1483,2008,train,train
1484,2008,train,train
1485,2008,train,train
1486,2008,train,train
1487,2008,calibration,train
1488,2008,train,train
1489,2008,calibration,train
1490,2008,train,train
1491,2008,train,train
1492,2008,calibration,train
1493,2008,train,train
1494,2008,train,train
1495,2008,test,train
1496,2008,train,train
1497,2008,train,train
1498,2008,test,train
1499,2008,test,train
1500,2008,train,train
1501,2008,train,train
1502,2008,train,train
1503,2008,test,train
1504,2008,train,train
1505,2008,train,train
1506,2008,calibration,train
1507,2008,calibration,train
1508,2008,test,train
1509,2008,train,train
1510,2008,calibration,train
1511,2008,test,train
1512,2008,calibration,train
1513,2008,test,train
1514,2008,train,train
1515,2008,train,train
1516,2008,train,train
1517,2008,train,train
1518,2008,test,train
1519,2008,train,train
1520,2008,train,train
1521,2008,train,train
1522,2008,train,train
1523,2008,train,train
1524,2008,train,train
1525,2008,train,train
1526,2008,test,train
1527,2008,train,train
1528,2008,train,train
1529,2008,train,train
1530,2008,train,train
1531,2008,train,train
1532,2008,train,train
1533,2008,test,train
1534,2008,calibration,train
1535,2008,train,train
1536,2008,train,train
1537,2008,calibration,train
1538,2008,train,train
1539,2008,calibration,train
1540,2008,test,train
1541,2008,train,train
1542,2008,train,train
1543,2008,train,train
1544,2008,calibration,train
1545,2008,calibration,train
1546,2008,train,train
1547,2008,train,train
1548,2008,test,train
1549,2008,train,train
1550,2008,train,train
1551,2008,train,train
1552,2008,test,train
1553,2008,train,train
1554,2008,train,train
1555,2008,test,train
1556,2008,train,train
1557,2008,train,train
1558,2008,test,train
1559,2008,calibration,train
1560,2008,calibration,train
1561,2008,train,train
1562,2008,train,train
1563,2008,calibration,train
1564,2008,calibration,train
1565,2008,calibration,train
1566,2008,train,train
1567,2008,calibration,train
1568,2008,train,train
1569,2008,train,train
1570,2008,test,train
1571,2008,train,train
1572,2008,train,train
1573,2008,train,train
1574,2008,train,train
1575,2008,train,train
1576,2008,test,train
1577,2008,calibration,train
1578,2008,calibration,train
1579,2008,train,train
1580,2008,train,train
1581,2008,train,train
1582,2008,train,train
1583,2008,test,train
1584,2008,train,train
1585,2008,train,train
1586,2008,train,train
1587,2008,train,train
1588,2008,calibration,train
1589,2008,calibration,train
1590,2008,train,train
1591,2008,test,train
1592,2008,train,train
1593,2008,calibration,train
1594,2008,calibration,train
1595,2008,calibration,train
1596,2008,train,train
1597,2008,train,train
1598,2008,train,train
1599,2008,test,train
1600,2008,train,train
1601,2008,calibration,train
1602,2008,test,train
1603,2008,test,train
1604,2008,train,train
1605,2008,train,train
1606,2008,train,train
1607,2008,test,train
1608,2008,calibration,train
1609,2008,test,train
1610,2008,calibration,train
1611,2008,calibration,train
1612,2007,test,train
1613,2007,calibration,train
1614,2007,train,train
1615,2007,train,train
1616,2007,test,train
1617,2007,train,train
1618,2007,train,train
1619,2007,train,train
1620,2007,train,train
1621,2007,calibration,train
1622,2007,train,train
1623,2007,train,train
1624,2007,test,train
1625,2007,train,train
1626,2007,train,train
1627,2007,calibration,train
1628,2007,train,train
1629,2007,train,train
1630,2007,train,train
1631,2007,train,train
1632,2007,train,train
1633,2007,train,train
1634,2007,train,train
1635,2007,train,train
1636,2007,train,train
1637,2007,train,train
1638,2007,train,train
1639,2007,train,train
1640,2007,train,train
1641,2007,test,train
1642,2007,test,train
1643,2007,train,train
1644,2007,train,train
1645,2007,calibration,train
1646,2007,train,train
1647,2007,train,train
1648,2007,train,train
1649,2007,train,train
1650,2007,train,train
1651,2007,test,train
1652,2007,calibration,train
1653,2007,train,train
1654,2007,train,train
1655,2007,train,train
1656,2007,train,train
1657,2007,calibration,train
1658,2007,train,train
1659,2007,train,train
1660,2007,calibration,train
1661,2007,train,train
1662,2007,train,train
1663,2007,test,train
1664,2007,train,train
1665,2007,train,train
1666,2007,test,train
1667,2007,train,train
1668,2007,train,train
1669,2007,train,train
1670,2007,train,train
1671,2007,calibration,train
1672,2007,train,train
1673,2007,calibration,train
1674,2007,train,train
1675,2007,calibration,train
1676,2007,calibration,train
1677,2007,train,train
1678,2007,test,train
1679,2007,train,train
1680,2007,train,train
1681,2007,train,train
1682,2007,calibration,train
1683,2007,train,train
1684,2007,train,train
1685,2007,calibration,train
1686,2007,train,train
1687,2007,train,train
1688,2007,train,train
1689,2007,test,train
1690,2007,train,train
1691,2007,test,train
1692,2007,calibration,train
1693,2007,train,train
1694,2007,train,train
1695,2007,train,train
1696,2007,train,train
1697,2007,train,train
1698,2007,calibration,train
1699,2007,train,train
1700,2007,train,train
1701,2007,test,train
1702,2007,train,train
1703,2007,train,train
1704,2007,calibration,train
1705,2007,train,train
1706,2007,train,train
1707,2007,train,train
1708,2007,train,train
1709,2007,train,train
1710,2007,test,train
1711,2007,calibration,train
1712,2007,test,train
1713,2007,calibration,train
1714,2007,calibration,train
1715,2007,train,train
1716,2007,train,train
1717,2007,test,train
1718,2007,calibration,train
1719,2007,test,train
1720,2007,train,train
1721,2007,train,train
1722,2007,train,train
1723,2007,train,train
1724,2007,train,train
1725,2007,train,train
1726,2007,train,train
1727,2007,train,train
1728,2007,test,train
1729,2007,test,train
1730,2007,test,train
1731,2007,train,train
1732,2007,test,train
1733,2007,train,train
1734,2007,train,train
1735,2007,train,train
1736,2007,test,train
1737,2007,calibration,train
1738,2007,calibration,train
1739,2007,test,train
1740,2007,calibration,train
1741,2007,test,train
1742,2007,train,train
1743,2007,calibration,train
1744,2007,calibration,train
1745,2007,train,train
1746,2007,train,train
1747,2007,train,train
1748,2007,test,train
1749,2007,train,train
1750,2007,train,train
1751,2007,test,train
1752,2007,train,train
1753,2007,calibration,train
1754,2007,train,train
1755,2007,test,train
1756,2007,train,train
1757,2007,calibration,train
1758,2007,train,train
1759,2007,train,train
1760,2007,train,train
1761,2007,calibration,train
1762,2007,train,train
1763,2007,test,train
1764,2007,train,train
1765,2007,test,train
1766,2007,test,train
1767,2007,calibration,train
1768,2007,train,train
1769,2007,train,train
1770,2007,test,train
1771,2007,train,train
1772,2007,train,train
1773,2007,train,train
1774,2007,train,train
1775,2007,train,train
1776,2007,calibration,train
1777,2007,train,train
1778,2007,test,train
1779,2007,calibration,train
1780,2007,train,train
1781,2007,calibration,train
1782,2007,train,train
1783,2007,train,train
1784,2007,test,train
1785,2007,train,train
1786,2007,train,train
1787,2007,train,train
1788,2007,train,train
1789,2007,train,train
1790,2007,train,train
1791,2007,test,train
1792,2007,calibration,train
1793,2007,train,train
1794,2007,test,train
1795,2007,train,train
1796,2007,calibration,train
1797,2007,train,train
1798,2007,test,train
1799,2007,test,train
1800,2007,train,train
1801,2007,calibration,train
1802,2007,test,train
1803,2007,train,train
1804,2007,calibration,train
1805,2007,test,train
1806,2007,train,train
1807,2007,train,train
1808,2007,test,train
1809,2007,train,train
1810,2007,calibration,train
1811,2007,train,train
1812,2007,test,train
1813,2007,test,train
1814,2007,train,train
1815,2007,train,train
1816,2007,train,train
1817,2007,train,train
1818,2007,test,train
1819,2007,calibration,train
1820,2007,train,train
1821,2007,test,train
1822,2007,train,train
1823,2007,train,train
1824,2007,train,train
1825,2007,train,train
1826,2007,calibration,train
1827,2007,train,train
1828,2007,train,train
1829,2007,train,train
1830,2007,train,train
1831,2007,test,train
1832,2007,calibration,train
1833,2007,calibration,train
1834,2007,test,train
1835,2007,train,train
1836,2007,calibration,train
1837,2007,train,train
1838,2007,calibration,train
1839,2007,train,train
1840,2007,calibration,train
1841,2007,train,train
1842,2007,train,train
1843,2007,train,train
1844,2007,train,train
1845,2007,train,train
1846,2007,train,train
1847,2007,test,train
1848,2007,test,train
1849,2007,train,train
1850,2007,calibration,train
1851,2007,train,train
1852,2007,train,train
1853,2007,train,train
1854,2007,train,train
1855,2007,train,train
1856,2007,train,train
1857,2007,train,train
1858,2007,train,train
1859,2007,train,train
1860,2007,train,train
1861,2007,train,train
1862,2007,test,train
1863,2007,test,train
1864,2007,train,train
1865,2007,test,train
1866,2007,train,train
1867,2007,train,train
1868,2007,train,train
1869,2007,train,train
1870,2007,train,train
1871,2007,train,train
1872,2007,calibration,train
1873,2007,test,train
1874,2007,test,train
1875,2007,calibration,train
1876,2007,train,train
1877,2007,train,train
1878,2007,train,train
1879,2007,calibration,train
1880,2007,test,train
1881,2007,calibration,train
1882,2007,train,train
1883,2007,train,train
1884,2007,train,train
1885,2007,train,train
1886,2007,test,train
1887,2007,calibration,train
1888,2007,train,train
1889,2007,train,train
1890,2007,test,train
1891,2007,train,train
1892,2007,train,train
1893,2007,train,train
1894,2007,train,train
1895,2007,calibration,train
1896,2007,train,train
1897,2007,train,train
1898,2007,train,train
1899,2007,test,train
1900,2007,train,train
1901,2007,train,train
1902,2007,train,train
1903,2007,calibration,train
1904,2007,train,train
1905,2007,train,train
1906,2007,calibration,train
1907,2007,train,train
1908,2007,test,train
1909,2007,train,train
1910,2007,test,train
1911,2007,test,train
1912,2007,train,train
1913,2007,train,train
1914,2007,train,train
1915,2007,test,train
1916,2007,test,train
1917,2007,calibration,train
1918,2007,train,train
1919,2007,test,train
1920,2007,train,train
1921,2007,test,train
1922,2007,train,train
1923,2007,train,train
1924,2007,train,train
1925,2007,train,train
1926,2007,test,train
1927,2007,train,train
1928,2007,train,train
1929,2007,train,train
1930,2007,test,train
1931,2007,train,train
1932,2007,train,train
1933,2007,train,train
1934,2007,test,train
1935,2007,calibration,train
1936,2007,train,train
1937,2007,test,train
1938,2007,train,train
1939,2007,test,train
1940,2007,train,train
1941,2007,train,train
1942,2007,train,train
1943,2007,train,train
1944,2007,train,train
1945,2007,train,train
1946,2007,train,train
1947,2007,train,train
1948,2007,calibration,train
1949,2007,test,train
1950,2007,train,train
1951,2007,train,train
1952,2007,calibration,train
1953,2007,test,train
1954,2007,train,train
1955,2007,train,train
1956,2007,train,train
1957,2007,train,train
1958,2007,train,train
1959,2007,train,train
1960,2007,train,train
1961,2007,calibration,train
1962,2007,train,train
1963,2007,train,train
1964,2007,train,train
1965,2007,calibration,train
1966,2007,train,train
1967,2007,train,train
1968,2007,calibration,train
1969,2007,train,train
1970,2007,train,train
1971,2007,train,train
1972,2007,train,train
1973,2007,train,train
1974,2007,test,train
1975,2007,train,train
1976,2007,train,train
1977,2007,train,train
1978,2007,calibration,train
1979,2007,train,train
1980,2007,calibration,train
1981,2007,calibration,train
1982,2007,train,train
1983,2007,train,train
1984,2007,calibration,train
1985,2007,train,train
1986,2007,train,train
1987,2007,train,train
1988,2007,train,train
1989,2007,train,train
1990,2007,train,train
1991,2007,test,train
1992,2007,train,train
1993,2007,train,train
1994,2007,test,train
1995,2007,train,train
1996,2007,calibration,train
1997,2007,train,train
1998,2007,train,train
1999,2007,train,train
2000,2007,test,train
2001,2007,train,train
2002,2007,train,train
2003,2007,train,train
2004,2007,train,train
2005,2007,calibration,train
2006,2007,test,train
2007,2007,train,train
2008,2007,train,train
2009,2007,calibration,train
2010,2007,train,train
2011,2007,train,train
2012,2007,calibration,train
2013,2007,train,train
2014,2007,test,train
2015,2007,train,train
2016,2007,test,train
2017,2007,calibration,train
2018,2007,train,train
2019,2007,train,train
2020,2007,test,train
2021,2007,train,train
2022,2007,train,train
2023,2007,test,train
2024,2007,train,train
2025,2007,train,train
2026,2007,calibration,train
2027,2007,train,train
2028,2007,train,train
2029,2007,calibration,train
2030,2007,test,train
2031,2007,train,train
2032,2007,train,train
2033,2007,train,train
2034,2007,calibration,train
2035,2007,test,train
2036,2007,test,train
2037,2007,train,train
2038,2007,test,train
2039,2007,train,train
2040,2007,train,train
2041,2007,test,train
2042,2007,train,train
2043,2007,calibration,train
2044,2007,calibration,train
2045,2007,calibration,train
2046,2007,test,train
2047,2007,test,train
2048,2007,train,train
2049,2007,train,train
2050,2007,train,train
2051,2007,calibration,train
2052,2007,train,train
2053,2007,calibration,train
2054,2007,train,train
2055,2007,train,train
2056,2007,train,train
2057,2007,train,train
2058,2007,train,train
2059,2007,test,train
2060,2007,calibration,train
2061,2007,train,train
2062,2007,train,train
2063,2007,train,train
2064,2007,test,train
2065,2007,train,train
2066,2007,train,train
2067,2007,train,train
2068,2007,train,train
2069,2007,train,train
2070,2007,test,train
2071,2007,train,train
2072,2007,calibration,train
2073,2007,train,train
2074,2007,calibration,train
2075,2007,train,train
2076,2007,train,train
2077,2007,train,train
2078,2007,train,train
2079,2007,test,train
2080,2007,train,train
2081,2007,test,train
2082,2007,train,train
2083,2007,train,train
2084,2007,test,train
2085,2007,test,train
2086,2007,train,train
2087,2007,train,train
2088,2007,calibration,train
2089,2007,train,train
2090,2007,test,train
2091,2007,train,train
2092,2007,test,train
2093,2007,train,train
2094,2007,train,train
2095,2007,train,train
2096,2007,train,train
2097,2007,train,train
2098,2007,calibration,train
2099,2007,test,train
2100,2007,train,train
2101,2007,train,train
2102,2007,train,train
2103,2007,calibration,train
2104,2007,calibration,train
2105,2007,test,train
2106,2007,train,train
2107,2007,train,train
2108,2007,train,train
2109,2007,train,train
2110,2007,train,train
2111,2007,test,train
2112,2007,test,train
2113,2007,train,train
2114,2007,test,train
2115,2007,calibration,train
2116,2007,train,train
2117,2007,calibration,train
2118,2007,train,train
2119,2007,train,train
2120,2007,test,train
2121,2007,test,train
2122,2007,calibration,train
2123,2007,train,train
2124,2007,test,train
2125,2007,train,train
2126,2007,train,train
2127,2007,calibration,train
2128,2007,test,train
2129,2007,train,train
2130,2007,calibration,train
2131,2007,calibration,train
2132,2007,train,train
2133,2007,calibration,train
2134,2007,train,train
2135,2007,calibration,train
2136,2007,train,train
2137,2007,test,train
2138,2007,test,train
2139,2007,train,train
2140,2007,train,train
2141,2007,train,train
2142,2007,train,train
2143,2007,train,train
2144,2007,train,train
2145,2007,train,train
2146,2007,train,train
2147,2007,train,train
2148,2007,train,train
2149,2007,calibration,train
2150,2007,calibration,train
2151,2007,train,train
2152,2007,test,train
2153,2007,train,train
2154,2007,calibration,train
2155,2007,test,train
2156,2007,test,train
2157,2007,train,train
2158,2007,test,train
2159,2007,train,train
2160,2007,train,train
2161,2007,train,train
2162,2007,train,train
2163,2007,train,train
2164,2007,calibration,train
2165,2007,calibration,train
2166,2007,train,train
2167,2007,train,train
2168,2007,train,train
2169,2007,calibration,train
2170,2007,train,train
2171,2007,train,train
2172,2007,calibration,train
2173,2007,test,train
2174,2007,train,train
2175,2007,calibration,train
2176,2007,train,train
2177,2007,test,train
2178,2007,calibration,train
2179,2007,calibration,train
2180,2007,test,train
2181,2007,train,train
2182,2007,calibration,train
2183,2007,train,train
2184,2007,train,train
2185,2007,test,train
2186,2007,test,train
2187,2007,train,train
2188,2007,test,train
2189,2007,train,train
2190,2007,train,train
2191,2007,test,train
2192,2007,train,train
2193,2007,calibration,train
2194,2007,train,train
2195,2007,train,train
2196,2007,train,train
2197,2007,train,train
2198,2007,train,train
2199,2007,train,train
2200,2007,train,train
2201,2007,train,train
2202,2007,train,train
2203,2007,train,train
2204,2007,calibration,train
2205,2007,calibration,train
2206,2007,train,train
2207,2007,test,train
2208,2007,train,train
2209,2007,train,train
2210,2007,train,train
2211,2007,calibration,train
2212,2007,train,train
2213,2007,test,train
2214,2007,train,train
2215,2007,train,train
2216,2007,train,train
2217,2007,test,train
2218,2007,train,train
2219,2007,test,train
2220,2007,train,train
2221,2007,train,train
2222,2007,train,train
2223,2007,train,train
2224,2007,calibration,train
2225,2007,train,train
2226,2007,test,train
2227,2007,train,train
2228,2007,calibration,train
2229,2007,calibration,train
2230,2007,test,train
2231,2007,test,train
2232,2007,train,train
2233,2007,test,train
2234,2007,calibration,train
2235,2007,test,train
2236,2007,train,train
2237,2007,train,train
2238,2007,train,train
2239,2007,test,train
2240,2007,train,train
2241,2007,test,train
2242,2007,train,train
2243,2007,train,train
2244,2007,train,train
2245,2007,train,train
2246,2007,train,train
2247,2007,calibration,train
2248,2007,train,train
2249,2007,test,train
2250,2007,train,train
2251,2007,calibration,train
2252,2007,calibration,train
2253,2007,train,train
2254,2007,train,train
2255,2007,calibration,train
2256,2007,train,train
2257,2007,train,train
2258,2007,train,train
2259,2007,calibration,train
2260,2007,calibration,train
2261,2007,calibration,train
2262,2007,test,train
2263,2007,calibration,train
2264,2007,test,train
2265,2007,train,train
2266,2007,train,train
2267,2007,train,train
2268,2007,train,train
2269,2007,test,train
2270,2007,train,train
2271,2007,train,train
2272,2007,train,train
2273,2007,train,train
2274,2007,train,train
2275,2007,train,train
2276,2007,calibration,train
2277,2007,test,train
2278,2007,train,train
2279,2007,train,train
2280,2007,calibration,train
2281,2007,calibration,train
2282,2007,calibration,train
2283,2007,train,train
2284,2007,train,train
2285,2007,train,train
2286,2007,calibration,train
2287,2007,train,train
2288,2007,train,train
2289,2007,train,train
2290,2007,train,train
2291,2007,test,train
2292,2007,train,train
2293,2007,train,train
2294,2007,test,train
2295,2007,train,train
2296,2007,train,train
2297,2007,train,train
2298,2007,train,train
2299,2007,train,train
2300,2007,train,train
2301,2007,train,train
2302,2007,train,train
2303,2007,train,train
2304,2007,calibration,train
2305,2007,train,train
2306,2006,train,train
2307,2006,calibration,train
2308,2006,test,train
2309,2006,train,train
2310,2006,test,train
2311,2006,calibration,train
2312,2006,train,train
2313,2006,train,train
2314,2006,test,train
2315,2006,test,train
2316,2006,calibration,train
2317,2006,calibration,train
2318,2006,train,train
2319,2006,calibration,train
2320,2006,test,train
2321,2006,test,train
2322,2006,test,train
2323,2006,train,train
2324,2006,test,train
2325,2006,train,train
2326,2006,calibration,train
2327,2006,train,train
2328,2006,train,train
2329,2006,train,train
2330,2006,train,train
2331,2006,train,train
2332,2006,train,train
2333,2006,train,train
2334,2006,train,train
2335,2006,train,train
2336,2006,test,train
2337,2006,train,train
2338,2006,calibration,train
2339,2006,train,train
2340,2006,calibration,train
2341,2006,calibration,train
2342,2006,train,train
2343,2006,train,train
2344,2006,train,train
2345,2006,calibration,train
2346,2006,train,train
2347,2006,train,train
2348,2006,test,train
2349,2006,train,train
2350,2006,calibration,train
2351,2006,calibration,train
2352,2006,calibration,train
2353,2006,train,train
2354,2006,train,train
2355,2006,train,train
2356,2006,calibration,train
2357,2006,calibration,train
2358,2006,test,train
2359,2006,train,train
2360,2006,test,train
2361,2006,calibration,train
2362,2006,train,train
2363,2006,test,train
2364,2006,train,train
2365,2006,train,train
2366,2006,test,train
2367,2006,train,train
2368,2006,test,train
2369,2006,train,train
2370,2006,train,train
2371,2006,train,train
2372,2006,train,train
2373,2006,test,train
2374,2006,train,train
2375,2006,calibration,train
2376,2006,train,train
2377,2006,calibration,train
2378,2006,calibration,train
2379,2006,calibration,train
2380,2006,calibration,train
2381,2006,calibration,train
2382,2006,test,train
2383,2006,test,train
2384,2006,calibration,train
2385,2006,train,train
2386,2006,train,train
2387,2006,test,train
2388,2006,train,train
2389,2006,train,train
2390,2006,calibration,train
2391,2006,calibration,train
2392,2006,train,train
2393,2006,test,train
2394,2006,train,train
2395,2006,calibration,train
2396,2006,calibration,train
2397,2006,test,train
2398,2006,train,train
2399,2006,train,train
2400,2006,test,train
2401,2006,train,train
2402,2006,train,train
2403,2006,train,train
2404,2006,train,train
2405,2006,train,train
2406,2006,train,train
2407,2006,train,train
2408,2006,calibration,train
2409,2006,test,train
2410,2006,train,train
2411,2006,calibration,train
2412,2006,train,train
2413,2006,test,train
2414,2006,test,train
2415,2006,train,train
2416,2006,calibration,train
2417,2006,train,train
2418,2006,calibration,train
2419,2006,train,train
2420,2006,train,train
2421,2006,train,train
2422,2006,calibration,train
2423,2006,calibration,train
2424,2006,calibration,train
2425,2006,train,train
2426,2006,calibration,train
2427,2006,train,train
2428,2006,train,train
2429,2006,test,train
2430,2006,test,train
2431,2006,train,train
2432,2006,train,train
2433,2006,train,train
2434,2006,train,train
2435,2006,test,train
2436,2006,train,train
2437,2006,train,train
2438,2006,train,train
2439,2006,test,train
2440,2006,train,train
2441,2006,train,train
2442,2006,calibration,train
2443,2006,calibration,train
2444,2006,calibration,train
2445,2006,train,train
2446,2006,test,train
2447,2006,train,train
2448,2006,train,train
2449,2006,train,train
2450,2006,train,train
2451,2006,train,train
2452,2006,train,train
2453,2006,train,train
2454,2006,train,train
2455,2006,train,train
2456,2006,train,train
2457,2006,train,train
2458,2006,calibration,train
2459,2006,train,train
2460,2006,calibration,train
2461,2006,train,train
2462,2006,train,train
2463,2006,train,train
2464,2006,test,train
2465,2006,train,train
2466,2006,train,train
2467,2006,train,train
2468,2006,test,train
2469,2006,train,train
2470,2006,calibration,train
2471,2006,train,train
2472,2006,train,train
2473,2006,calibration,train
2474,2006,train,train
2475,2006,train,train
2476,2006,train,train
2477,2006,train,train
2478,2006,test,train
2479,2006,train,train
2480,2006,train,train
2481,2006,train,train
2482,2006,test,train
2483,2006,train,train
2484,2006,train,train
2485,2006,train,train
2486,2006,train,train
2487,2006,train,train
2488,2006,calibration,train
2489,2006,train,train
2490,2006,train,train
2491,2006,test,train
2492,2006,train,train
2493,2006,train,train
2494,2006,test,train
2495,2006,train,train
2496,2006,test,train
2497,2006,train,train
2498,2006,train,train
2499,2006,train,train
2500,2006,train,train
2501,2006,train,train
2502,2006,calibration,train
2503,2006,calibration,train
2504,2006,train,train
2505,2006,calibration,train
2506,2006,test,train
2507,2006,train,train
2508,2006,calibration,train
2509,2006,train,train
2510,2006,test,train
2511,2006,calibration,train
2512,2006,train,train
2513,2006,train,train
2514,2006,test,train
2515,2006,test,train
2516,2006,train,train
2517,2006,calibration,train
2518,2006,test,train
2519,2006,train,train
2520,2006,test,train
2521,2006,train,train
2522,2006,calibration,train
2523,2006,train,train
2524,2006,train,train
2525,2006,train,train
2526,2006,test,train
2527,2006,test,train
2528,2006,train,train
2529,2006,train,train
2530,2006,train,train
2531,2006,calibration,train
2532,2006,calibration,train
2533,2006,train,train
2534,2006,train,train
2535,2006,calibration,train
2536,2006,train,train
2537,2006,calibration,train
2538,2006,train,train
2539,2006,calibration,train
2540,2006,train,train
2541,2006,train,train
2542,2006,train,train
2543,2006,train,train
2544,2006,train,train
2545,2006,train,train
2546,2006,train,train
2547,2006,train,train
2548,2006,train,train
2549,2006,calibration,train
2550,2006,calibration,train
2551,2006,test,train
2552,2006,train,train
2553,2006,train,train
2554,2006,train,train
2555,2006,calibration,train
2556,2006,train,train
2557,2006,train,train
2558,2006,train,train
2559,2006,train,train
2560,2006,train,train
2561,2006,train,train
2562,2006,calibration,train
2563,2006,test,train
2564,2006,train,train
2565,2006,train,train
2566,2006,train,train
2567,2006,train,train
2568,2006,test,train
2569,2006,train,train
2570,2006,calibration,train
2571,2006,train,train
2572,2006,train,train
2573,2006,train,train
2574,2006,train,train
2575,2006,test,train
2576,2006,train,train
2577,2006,train,train
2578,2006,test,train
2579,2006,calibration,train
2580,2006,train,train
2581,2006,train,train
2582,2006,calibration,train
2583,2006,test,train
2584,2006,calibration,train
2585,2006,train,train
2586,2006,train,train
2587,2006,train,train
2588,2006,train,train
2589,2006,calibration,train
2590,2006,train,train
2591,2006,train,train
2592,2006,train,train
2593,2006,train,train
2594,2006,train,train
2595,2006,train,train
2596,2006,train,train
2597,2006,calibration,train
2598,2006,train,train
2599,2006,train,train
2600,2006,train,train
2601,2006,test,train
2602,2006,train,train
2603,2006,train,train
2604,2006,train,train
2605,2006,train,train
2606,2006,calibration,train
2607,2006,train,train
2608,2006,calibration,train
2609,2006,train,train
2610,2006,train,train
2611,2006,train,train
2612,2006,train,train
2613,2006,train,train
2614,2006,train,train
2615,2006,test,train
2616,2006,calibration,train
2617,2006,train,train
2618,2006,train,train
2619,2006,test,train
2620,2006,train,train
2621,2006,calibration,train
2622,2006,train,train
2623,2006,train,train
2624,2006,train,train
2625,2006,calibration,train
2626,2006,train,train
2627,2006,test,train
2628,2006,calibration,train
2629,2006,calibration,train
2630,2006,train,train
2631,2006,train,train
2632,2006,test,train
2633,2006,train,train
2634,2006,train,train
2635,2006,train,train
2636,2006,train,train
2637,2006,train,train
2638,2006,test,train
2639,2006,train,train
2640,2006,test,train
2641,2006,train,train
2642,2006,train,train
2643,2006,test,train
2644,2006,test,train
2645,2006,train,train
2646,2006,calibration,train
2647,2006,test,train
2648,2006,train,train
2649,2006,train,train
2650,2006,calibration,train
2651,2006,train,train
2652,2006,train,train
2653,2006,calibration,train
2654,2006,test,train
2655,2006,test,train
2656,2006,test,train
